smiles,RF_homo,XGB_homo,RF_lumo,XGB_lumo,RF_gap,XGB_gap,score,rank
CCO[PH](=O)OCC.COS(=O)(=O)OC,-7.665330999999987,-6.7945004,0.22421800000000028,0.085944794,8.037716666666663,8.52169,1.1894311235387414,170
BC.C1CCNCC1,-7.698480666666649,-7.3461795,0.37512399999999946,0.2149251,8.12875166666665,8.651262,1.1878111315160593,171
BBr.CCOP(=O)(OCC)OCC,-7.629154333333333,-7.4775043,0.45537733333333197,0.40599212,7.949225000000006,8.662133,1.1854782734391223,172
BC.C1CCOC1,-7.648439999999985,-7.1489525,0.17280000000000015,0.12478606,8.108780666666647,8.689118,1.1846088462634152,173
O=P(Cl)(Cl)C1CCCCCC1,-7.60728399999999,-7.176067,0.23927999999999988,0.913975,8.085976999999984,8.059346,1.1845502585456837,174
C[P+](C)C.O=C1CCCN1,-7.555261666666661,-6.93511,0.36186333333333276,0.4139309,7.956113666666655,8.2496805,1.1839722072713208,175
B1OCCCCCO1,-7.894316333333325,-7.6432724,0.10277000000000004,0.43480244,8.231739999999975,8.937906,1.1839268094847641,176
CC1(C)OB(P(=O)(O)O)OC1(C)C,-7.563801666666652,-7.584131,0.40508766666666635,0.36093688,8.270022999999988,8.43286,1.1832904923057557,177
CCOC(C)=O.O=[PH](O)O,-7.651563999999992,-7.881222,0.49370333333333166,0.29917443,8.265448333333334,8.696684,1.1814402419119525,178
BC1CCOC1,-7.490856999999992,-7.232424,0.07740666666666676,0.055624295,8.02980333333332,8.8110075,1.179624693507245,179
COB(OC)C(C)C(=O)OC,-7.802621000000003,-7.5721745,0.23424333333333366,0.4171217,8.001069666666641,8.937957,1.1792907192263868,180
C1CCOCC1.O=[PH](O)O,-7.441805333333314,-7.200895,0.41798166666666586,0.27888012,7.948029999999992,8.406837,1.1790977356826802,181
